run,task,cycle,task_1,task_2,task_3,task_4,task_5,task_6
0,5,1,68.59,21.76,59.17,42.69,41.63,22.75
1,0,0,59.88,0.0,0.0,0.0,0.0,0.0
1,0,1,62.94,0.0,0.0,0.0,0.0,0.0
1,1,0,47.82,60.76,0.0,0.0,0.0,0.0
1,1,1,15.84,76.72,0.0,0.0,0.0,0.0
1,2,0,27.76,58.27,10.84,0.0,0.0,0.0
1,2,1,15.7,62.23,27.94,0.0,0.0,0.0
1,3,0,34.74,18.3,6.56,22.16,0.0,0.0
1,3,1,16.42,14.35,2.9,41.11,0.0,0.0
1,4,0,35.03,38.36,9.01,14.72,1.49,0.0
1,4,1,33.72,32.36,10.53,18.51,7.89,0.0
1,5,0,39.53,28.84,8.55,19.68,1.93,10.64
1,5,1,39.83,19.62,7.18,16.62,1.04,24.62
2,0,0,64.65,0.0,0.0,0.0,0.0,0.0
2,0,1,63.77,0.0,0.0,0.0,0.0,0.0
2,1,0,8.54,79.06,0.0,0.0,0.0,0.0
2,1,1,8.54,79.2,0.0,0.0,0.0,0.0
2,2,0,24.59,33.19,52.99,0.0,0.0,0.0
2,2,1,28.28,21.98,67.46,0.0,0.0,0.0
2,3,0,44.48,15.04,44.48,32.25,0.0,0.0
2,3,1,43.15,12.83,20.6,52.4,0.0,0.0
2,4,0,42.86,17.11,37.16,23.57,74.1,0.0
2,4,1,50.52,6.93,24.33,24.5,78.87,0.0
2,5,0,43.74,17.85,27.61,22.48,65.56,20.15
2,5,1,44.33,15.93,14.93,18.76,59.62,33.13
3,0,0,94.28,0.0,0.0,0.0,0.0,0.0
3,0,1,91.5,0.0,0.0,0.0,0.0,0.0
3,1,0,70.38,70.33,0.0,0.0,0.0,0.0
3,1,1,70.23,70.03,0.0,0.0,0.0,0.0
3,2,0,64.81,47.48,5.14,0.0,0.0,0.0
3,2,1,37.54,57.42,66.96,0.0,0.0,0.0
3,3,0,71.99,51.63,53.01,33.64,0.0,0.0
3,3,1,64.22,47.03,55.8,57.27,0.0,0.0
3,4,0,59.68,50.74,54.19,40.91,25.5,0.0
3,4,1,57.18,45.85,51.98,43.64,37.56,0.0
3,5,0,63.05,50.15,54.92,38.48,17.25,21.09
3,5,1,52.49,46.59,53.45,35.45,17.71,36.14
4,0,0,80.03,0.0,0.0,0.0,0.0,0.0
4,0,1,80.5,0.0,0.0,0.0,0.0,0.0
4,1,0,22.6,95.59,0.0,0.0,0.0,0.0
4,1,1,10.84,95.74,0.0,0.0,0.0,0.0
4,2,0,44.27,43.47,42.64,0.0,0.0,0.0
4,2,1,28.33,26.87,58.71,0.0,0.0,0.0
4,3,0,45.36,43.47,40.24,22.77,0.0,0.0
4,3,1,49.07,43.47,26.58,34.82,0.0,0.0
4,4,0,45.2,37.15,25.98,31.1,26.17,0.0
4,4,1,47.21,23.94,25.98,27.23,40.15,0.0
4,5,0,39.78,32.16,31.83,29.17,19.7,9.65
4,5,1,34.21,37.44,31.23,24.55,19.55,18.42
